# wolfy english lexicon v1
# generated	2026-08-22
# source	Princeton WordNet 3.0 — леммы и таблицы исключений (*.exc)
# source	Brown Corpus (NLTK, universal tagset) — частотность и служебные части речи
# note	уровень CEFR выведен из частотности, официальной разметкой не является
# words	77675
# irregular	4377
# top	0
W	bittersweet	an	2.9	C2
W	bitterweed	n	0.0	C2
W	bitterwood	n	0.0	C2
W	bitthead	n	0.0	C2
W	bittie	a	0.0	C2
W	bitty	a	0.0	C2
W	bitumastic	n	0.0	C2
W	bitumen	n	0.0	C2
W	bitumenoid	a	0.0	C2
W	bituminise	v	0.0	C2
W	bituminize	v	0.0	C2
W	bituminoid	a	0.0	C2
W	bituminous	a	0.0	C2
W	bivalent	a	0.0	C2
W	bivalve	an	0.0	C2
W	bivalved	a	0.0	C2
W	bivalvia	n	0.0	C2
W	bivariate	a	0.0	C2
W	bivouac	nv	3.6	B2
W	bivouacking	n	0.0	C2
W	biweekly	anr	0.0	C2
W	biyearly	ar	0.0	C2
W	biz	n	3.2	C1
W	bizarre	a	3.8	B2
W	bizarreness	n	0.0	C2
W	bize	n	0.0	C2
W	bizet	n	0.0	C2
W	bizonal	a	0.0	C2
W	bja	n	0.0	C2
W	bjs	n	0.0	C2
W	bk	n	0.0	C2
W	blab	v	0.0	C2
W	blabber	nv	0.0	C2
W	blabbermouth	n	0.0	C2
W	blabbermouthed	a	0.0	C2
W	blabby	a	0.0	C2
W	blaberus	n	0.0	C2
W	black	anv	5.2	A2
W	blackamoor	n	0.0	C2
W	blackball	nv	0.0	C2
W	blackbeard	n	0.0	C2
W	blackbeetle	n	0.0	C2
W	blackberry	nv	3.4	C1
W	blackbird	n	0.0	C2
W	blackboard	n	3.2	C1
W	blackbody	n	0.0	C2
W	blackbuck	n	0.0	C2
W	blackburn	n	0.0	C2
W	blackcap	n	0.0	C2
W	blackcock	n	0.0	C2
W	blackdamp	n	0.0	C2
W	blacken	v	0.0	C2
W	blackened	a	3.6	B2
W	blackening	n	2.9	C2
W	blackface	n	0.0	C2
W	blackfish	n	0.0	C2
W	blackfly	n	0.0	C2
W	blackfoot	n	0.0	C2
W	blackfriar	n	0.0	C2
W	blackguard	nv	0.0	C2
W	blackguardly	a	0.0	C2
W	blackhead	n	0.0	C2
W	blackheart	n	0.0	C2
W	blacking	n	2.9	C2
W	blackish	a	0.0	C2
W	blackjack	nv	3.2	C1
W	blacklead	v	0.0	C2
W	blackleg	nv	0.0	C2
W	blacklist	nv	0.0	C2
W	blackmail	nv	3.2	C1
W	blackmailer	n	3.2	C1
W	blackness	n	3.6	B2
W	blackout	n	3.6	B2
W	blackpoll	n	0.0	C2
W	blackpool	n	0.0	C2
W	blacksburg	n	0.0	C2
W	blackseed	n	0.0	C2
W	blackshirt	n	0.0	C2
W	blacksmith	n	3.2	C1
W	blacksnake	n	0.0	C2
W	blacktail	n	0.0	C2
W	blackthorn	n	0.0	C2
W	blacktop	nv	0.0	C2
W	blacktopping	n	0.0	C2
W	blackwash	nv	0.0	C2
W	blackwater	n	0.0	C2
W	blackwood	n	0.0	C2
W	bladder	n	0.0	C2
W	bladderlike	a	0.0	C2
W	bladdernose	n	0.0	C2
W	bladderpod	n	0.0	C2
W	bladderwort	n	0.0	C2
W	bladderwrack	n	0.0	C2
W	bladdery	a	0.0	C2
W	blade	n	4.0	B2
W	bladed	a	0.0	C2
W	bladelike	a	0.0	C2
W	blae	a	0.0	C2
W	blaeberry	n	0.0	C2
W	blah	n	0.0	C2
W	blahs	n	0.0	C2
W	blain	n	0.0	C2
W	blair	n	2.9	C2
W	blake	n	3.7	B2
W	blamable	a	0.0	C2
W	blame	anv	4.5	B1
W	blameable	a	0.0	C2
W	blamed	a	3.8	B2
W	blameful	a	0.0	C2
W	blameless	a	0.0	C2
W	blamelessly	r	0.0	C2
W	blamelessness	n	0.0	C2
W	blameworthiness	n	0.0	C2
W	blameworthy	a	0.0	C2
W	blanc	n	2.9	C2
W	blanch	v	0.0	C2
W	blanche	n	4.3	B1
W	blanched	a	2.9	C2
W	blancmange	n	0.0	C2
W	bland	a	3.4	C1
W	blandfordia	n	0.0	C2
W	blandish	v	0.0	C2
W	blandishment	n	0.0	C2
W	blandly	r	3.2	C1
W	blandness	n	2.9	C2
W	blank	anv	4.1	B2
W	blanket	anv	4.4	B1
W	blanketed	a	2.9	C2
W	blankly	r	0.0	C2
W	blankness	n	0.0	C2
W	blanquillo	n	0.0	C2
W	blantyre	n	0.0	C2
W	blare	nv	0.0	C2
W	blarina	n	0.0	C2
W	blaring	an	2.9	C2
W	blarney	nv	0.0	C2
W	blase	a	0.0	C2
W	blaspheme	v	0.0	C2
W	blasphemer	n	0.0	C2
W	blasphemous	a	3.6	B2
W	blasphemously	r	0.0	C2
W	blasphemy	n	3.5	C1
W	blast	nv	4.1	B2
W	blasted	a	3.5	C1
W	blastema	n	0.0	C2
W	blastemal	a	0.0	C2
W	blastematic	a	0.0	C2
W	blastemic	a	0.0	C2
W	blaster	n	0.0	C2
W	blasting	a	3.2	C1
W	blastocele	n	0.0	C2
W	blastocladia	n	0.0	C2
W	blastocladiales	n	0.0	C2
W	blastocoel	n	0.0	C2
W	blastocoele	n	0.0	C2
W	blastocoelic	a	0.0	C2
W	blastocyst	n	0.0	C2
W	blastocyte	n	0.0	C2
W	blastocytoma	n	0.0	C2
W	blastoderm	n	0.0	C2
W	blastodermatic	a	0.0	C2
W	blastodermic	a	0.0	C2
W	blastodiaceae	n	0.0	C2
W	blastodisc	n	0.0	C2
W	blastoff	n	0.0	C2
W	blastogenesis	n	0.0	C2
W	blastogenetic	a	0.0	C2
W	blastoma	n	0.0	C2
W	blastomere	n	0.0	C2
W	blastomeric	a	0.0	C2
W	blastomyces	n	0.0	C2
W	blastomycete	n	0.0	C2
W	blastomycosis	n	0.0	C2
W	blastomycotic	a	0.0	C2
W	blastoporal	a	0.0	C2
W	blastopore	n	0.0	C2
W	blastoporic	a	0.0	C2
W	blastosphere	n	0.0	C2
W	blastospheric	a	0.0	C2
W	blastula	n	0.0	C2
W	blastular	a	0.0	C2
W	blat	v	0.0	C2
W	blatancy	n	2.9	C2
W	blatant	a	3.2	C1
W	blatantly	r	0.0	C2
W	blate	av	0.0	C2
W	blather	nv	0.0	C2
W	blatherskite	n	0.0	C2
W	blatta	n	0.0	C2
W	blattaria	n	0.0	C2
W	blattella	n	0.0	C2
W	blattidae	n	0.0	C2
W	blattodea	n	0.0	C2
W	blaxploitation	n	0.0	C2
W	blaze	nv	3.8	B2
W	blazer	n	2.9	C2
W	blazing	an	3.7	B2
W	blazon	nv	2.9	C2
W	blazonry	n	0.0	C2
W	bleach	nv	0.0	C2
W	bleached	a	3.6	B2
W	bleacher	n	0.0	C2
W	bleachers	n	3.6	B2
W	bleak	a	3.9	B2
W	bleakly	r	3.4	C1
W	bleakness	n	0.0	C2
W	blear	av	0.0	C2
W	bleary	a	3.2	C1
W	bleat	nv	2.9	C2
W	bleb	n	0.0	C2
W	blebbed	a	0.0	C2
W	blebby	a	0.0	C2
W	blechnaceae	n	0.0	C2
W	blechnum	n	0.0	C2
W	bleed	v	3.2	C1
W	bleeder	n	0.0	C2
W	bleeding	n	4.1	B2
W	bleep	nv	0.0	C2
W	blemish	nv	3.2	C1
W	blemished	a	0.0	C2
W	blench	v	0.0	C2
W	blend	nv	3.9	B2
W	blende	n	0.0	C2
W	blended	a	3.5	C1
W	blender	n	0.0	C2
W	blending	n	2.9	C2
W	blenheim	n	3.6	B2
W	blenniidae	n	0.0	C2
W	blennioid	n	0.0	C2
W	blennioidea	n	0.0	C2
W	blennius	n	0.0	C2
W	blenny	n	0.0	C2
W	blepharism	n	0.0	C2
W	blepharitis	n	0.0	C2
W	blepharospasm	n	0.0	C2
W	blephilia	n	0.0	C2
W	bleriot	n	0.0	C2
W	bless	v	3.9	B2
W	blessed	a	4.0	B2
W	blessedly	r	0.0	C2
W	blessedness	n	0.0	C2
W	blessing	n	3.9	B2
W	blest	a	3.4	C1
W	blether	nv	0.0	C2
W	bletia	n	0.0	C2
W	bletilla	n	0.0	C2
W	bleu	n	0.0	C2
W	blewits	n	0.0	C2
W	blida	n	0.0	C2
W	bligh	n	0.0	C2
W	blighia	n	0.0	C2
W	blight	nv	3.2	C1
W	blighted	a	3.4	C1
W	blighter	n	0.0	C2
W	blighty	n	0.0	C2
W	blimp	n	2.9	C2
W	blimpish	a	0.0	C2
W	blind	anv	4.6	B1
W	blinded	a	3.5	C1
W	blinder	n	0.0	C2
W	blindfold	anv	0.0	C2
W	blindfolded	a	3.2	C1
W	blinding	a	3.2	C1
W	blindly	r	3.8	B2
W	blindness	n	4.0	B2
W	blindside	v	0.0	C2
W	blindworm	n	0.0	C2
W	bling	n	0.0	C2
W	blini	n	0.0	C2
W	blink	nv	3.5	C1
W	blinker	nv	0.0	C2
W	blinking	an	3.4	C1
W	blinks	n	0.0	C2
W	blintz	n	0.0	C2
W	blintze	n	0.0	C2
W	bliny	n	0.0	C2
W	blip	n	0.0	C2
W	bliss	n	3.5	C1
W	blissful	a	3.5	C1
W	blissfully	r	3.2	C1
W	blissfulness	n	0.0	C2
W	blissus	n	0.0	C2
W	blister	nv	3.4	C1
W	blistering	an	0.0	C2
W	blistery	a	0.0	C2
W	blithe	a	3.2	C1
W	blithely	r	3.4	C1
W	blitheness	n	0.0	C2
W	blither	v	0.0	C2
W	blithesome	a	0.0	C2
W	blitt	n	0.0	C2
W	blitz	nv	3.4	C1
W	blitzkrieg	nv	0.0	C2
W	blitzstein	n	0.0	C2
W	blixen	n	0.0	C2
W	blizzard	n	3.8	B2
W	bloat	nv	3.8	B2
W	bloater	n	0.0	C2
W	blob	nv	3.2	C1
W	bloc	n	3.9	B2
W	blocadren	n	0.0	C2
W	bloch	n	3.2	C1
W	block	nv	4.8	A2
W	blockade	nv	4.1	B2
W	blockaded	a	0.0	C2
W	blockading	a	3.2	C1
W	blockage	n	0.0	C2
W	blockbuster	n	0.0	C2
W	blocked	a	4.0	B2
W	blocker	n	0.0	C2
W	blockhead	n	0.0	C2
W	blockheaded	a	0.0	C2
W	blockhouse	n	2.9	C2
W	blocking	n	3.4	C1
W	blockish	a	0.0	C2
W	blocky	a	3.2	C1
W	bloemfontein	n	0.0	C2
W	blog	nv	0.0	C2
W	blogger	n	0.0	C2
W	blok	n	0.0	C2
W	bloke	n	2.9	C2
W	blolly	n	0.0	C2
W	blond	an	4.0	B2
W	blonde	an	4.2	B1
W	blondness	n	0.0	C2
W	blood	nv	5.0	A2
W	bloodbath	n	0.0	C2
W	bloodberry	n	0.0	C2
W	bloodcurdling	a	0.0	C2
W	blooded	a	2.9	C2
W	bloodguilt	n	0.0	C2
W	bloodguilty	a	0.0	C2
W	bloodhound	n	0.0	C2
W	bloodily	r	0.0	C2
W	bloodiness	n	0.0	C2
W	bloodleaf	n	0.0	C2
W	bloodless	a	3.4	C1
W	bloodlessly	r	0.0	C2
W	bloodletting	n	0.0	C2
W	bloodline	n	0.0	C2
W	bloodlust	n	2.9	C2
W	bloodmobile	n	0.0	C2
W	bloodroot	n	2.9	C2
W	bloodshed	n	3.4	C1
W	bloodshot	a	2.9	C2
W	bloodstain	n	0.0	C2
W	bloodstained	a	2.9	C2
W	bloodstock	n	0.0	C2
W	bloodstone	n	0.0	C2
W	bloodstream	n	3.5	C1
W	bloodsucker	n	0.0	C2
W	bloodsucking	a	0.0	C2
W	bloodthirstiness	n	0.0	C2
W	bloodthirsty	a	0.0	C2
W	bloodworm	n	0.0	C2
W	bloodwort	n	0.0	C2
W	bloody	arv	3.8	B2
W	bloom	nv	4.0	B2
W	bloomer	n	0.0	C2
W	bloomeria	n	0.0	C2
W	bloomers	n	0.0	C2
W	bloomfield	n	2.9	C2
W	blooming	an	3.9	B2
W	bloomington	n	0.0	C2
W	bloomsbury	n	0.0	C2
W	blooper	n	0.0	C2
W	blossom	nv	3.8	B2
W	blossoming	n	0.0	C2
W	blot	nv	3.7	B2
W	blotch	nv	0.0	C2
W	blotched	a	0.0	C2
W	blotchy	a	0.0	C2
W	blotter	n	0.0	C2
W	blotto	a	0.0	C2
W	blouse	n	2.9	C2
W	bloviate	v	0.0	C2
W	blow	nv	4.5	B1
W	blowback	n	0.0	C2
W	blowball	n	0.0	C2
W	blower	n	3.5	C1
W	blowfish	n	2.9	C2
W	blowfly	n	0.0	C2
W	blowgun	n	0.0	C2
W	blowhard	n	0.0	C2
W	blowhole	n	0.0	C2
W	blowing	n	4.2	B1
W	blowjob	n	0.0	C2
W	blowlamp	n	0.0	C2
W	blown	a	3.9	B2
W	blowout	n	0.0	C2
W	blowpipe	n	0.0	C2
W	blowsy	a	0.0	C2
W	blowtorch	n	0.0	C2
W	blowtube	n	0.0	C2
W	blowup	n	2.9	C2
W	blowy	a	0.0	C2
W	blowzy	a	0.0	C2
W	blt	n	0.0	C2
W	blub	v	0.0	C2
W	blubber	nv	2.9	C2
W	blubberer	n	0.0	C2
W	blubbery	a	0.0	C2
W	blucher	n	0.0	C2
W	bludgeon	nv	3.4	C1
W	bludgeoner	n	0.0	C2
W	blue	anv	5.1	A2
W	bluebeard	n	0.0	C2
W	bluebell	n	0.0	C2
W	blueberry	n	2.9	C2
W	bluebill	n	0.0	C2
W	bluebird	n	2.9	C2
W	bluebonnet	n	0.0	C2
W	bluebottle	n	0.0	C2
W	bluecoat	n	0.0	C2
W	bluefin	n	0.0	C2
W	bluefish	n	2.9	C2
W	bluegill	n	0.0	C2
W	bluegrass	n	0.0	C2
W	bluehead	n	0.0	C2
W	blueing	n	0.0	C2
W	blueish	a	0.0	C2
W	bluejacket	n	0.0	C2
W	blueness	n	0.0	C2
W	bluenose	n	0.0	C2
W	bluepoint	n	0.0	C2
W	blueprint	nv	2.9	C2
W	blues	n	4.3	B1
W	bluestem	n	0.0	C2
W	bluestocking	n	2.9	C2
W	bluestone	n	0.0	C2
W	bluethroat	n	0.0	C2
W	bluetick	n	0.0	C2
W	bluetongue	n	0.0	C2
W	blueweed	n	0.0	C2
W	bluewing	n	0.0	C2
W	bluff	anv	3.8	B2
W	bluffer	n	0.0	C2
W	bluffly	r	0.0	C2
W	bluffness	n	0.0	C2
W	bluing	n	2.9	C2
W	bluish	a	3.2	C1
W	blunder	nv	3.2	C1
W	blunderbuss	n	0.0	C2
W	blunderer	n	0.0	C2
W	blunt	av	3.9	B2
W	blunted	a	2.9	C2
W	bluntly	r	3.8	B2
W	bluntness	n	3.2	C1
W	blur	nv	3.4	C1
W	blurb	n	0.0	C2
W	blurred	a	3.7	B2
W	blurriness	n	0.0	C2
W	blurry	a	2.9	C2
W	blurt	v	0.0	C2
W	blush	nv	3.2	C1
W	blusher	n	0.0	C2
W	blushful	a	0.0	C2
W	blushing	a	3.5	C1
W	bluster	nv	2.9	C2
W	blusterer	n	0.0	C2
W	blustering	a	0.0	C2
W	blusterous	a	0.0	C2
W	blustery	a	2.9	C2
W	bm	n	0.0	C2
W	bmdo	n	0.0	C2
W	bmi	n	0.0	C2
W	bmr	n	0.0	C2
W	bmus	n	0.0	C2
W	bns	n	0.0	C2
W	boa	n	3.8	B2
W	boann	n	0.0	C2
W	boar	n	2.9	C2
W	board	nv	5.3	A2
W	boarder	n	2.9	C2
W	boarding	n	3.6	B2
W	boardinghouse	n	0.0	C2
W	boardroom	n	0.0	C2
W	boards	n	4.6	B1
W	boardwalk	n	0.0	C2
W	boarfish	n	0.0	C2
W	boarhound	n	0.0	C2
W	boast	nv	3.8	B2
W	boaster	n	0.0	C2
W	boastful	a	0.0	C2
W	boastfully	r	2.9	C2
W	boastfulness	n	0.0	C2
W	boasting	n	3.4	C1
W	boat	nv	4.8	A2
W	boatbill	n	0.0	C2
W	boatbuilder	n	0.0	C2
W	boater	n	0.0	C2
W	boathouse	n	0.0	C2
W	boating	n	4.3	B1
W	boatload	n	2.9	C2
W	boatman	n	3.4	C1
W	boatmanship	n	0.0	C2
W	boatswain	n	3.4	C1
W	boatyard	n	0.0	C2
W	bob	nv	4.5	B1
W	bobber	n	0.0	C2
W	bobbie	n	4.3	B1
W	bobbin	n	0.0	C2
W	bobble	nv	0.0	C2
W	bobby	n	4.3	B1
W	bobbysock	n	0.0	C2
W	bobbysocks	n	0.0	C2
W	bobbysoxer	n	0.0	C2
W	bobcat	n	0.0	C2
W	bobfloat	n	0.0	C2
W	bobolink	n	0.0	C2
W	bobsled	nv	0.0	C2
W	bobsledding	n	0.0	C2
W	bobsleigh	n	0.0	C2
W	bobtail	an	0.0	C2
W	bobtailed	a	0.0	C2
W	bobwhite	n	0.0	C2
W	boccaccio	n	0.0	C2
W	bocce	n	0.0	C2
W	bocci	n	0.0	C2
W	boccie	n	0.0	C2
W	bocconia	n	0.0	C2
W	boche	n	0.0	C2
W	bock	n	2.9	C2
W	bod	n	4.2	B1
W	bodacious	a	0.0	C2
W	boddhisatva	n	0.0	C2
W	bode	v	0.0	C2
W	bodega	n	0.0	C2
W	bodensee	n	0.0	C2
W	bodge	v	0.0	C2
W	bodhisattva	n	2.9	C2
W	bodice	n	3.2	C1
W	bodied	a	2.9	C2
W	bodiless	a	0.0	C2
W	bodily	ar	3.8	B2
W	boding	n	0.0	C2
W	bodkin	n	0.0	C2
W	bodoni	n	0.0	C2
W	body	nv	5.4	A2
W	bodybuilder	n	3.7	B2
W	bodybuilding	n	2.9	C2
W	bodyguard	n	2.9	C2
W	bodyless	a	0.0	C2
W	bodypaint	v	0.0	C2
W	bodywork	n	0.0	C2
W	boehm	n	0.0	C2
W	boehme	n	0.0	C2
W	boehmenism	n	0.0	C2
W	boehmeria	n	0.0	C2
W	boell	n	0.0	C2
W	boeotia	n	0.0	C2
W	boeotian	a	2.9	C2
W	boer	n	0.0	C2
W	boethius	n	0.0	C2
W	boeuf	n	0.0	C2
W	boffin	n	0.0	C2
W	boffo	a	0.0	C2
W	bog	nv	2.9	C2
W	bogart	n	0.0	C2
W	bogartian	a	2.9	C2
W	bogbean	n	0.0	C2
W	bogey	nv	3.6	B2
W	bogeyman	n	0.0	C2
W	boggle	v	0.0	C2
W	boggy	a	0.0	C2
W	bogie	n	0.0	C2
W	bogmat	n	0.0	C2
W	bogota	n	0.0	C2
W	bogus	a	3.4	C1
W	bogy	n	3.2	C1
W	bohemia	n	0.0	C2
W	bohemian	an	2.9	C2
W	bohemianism	n	0.0	C2
W	bohme	n	0.0	C2
W	bohr	n	0.0	C2
W	bohrium	n	0.0	C2
W	boidae	n	0.0	C2
W	boil	nv	4.0	B2
W	boiled	a	3.9	B2
W	boiler	n	3.2	C1
W	boilerplate	n	0.0	C2
W	boilersuit	n	0.0	C2
W	boiling	nr	3.9	B2
W	boise	n	0.0	C2
W	boisterous	a	2.9	C2
W	boisterously	r	0.0	C2
W	boisterousness	n	0.0	C2
W	bokkos	n	0.0	C2
W	bokmaal	n	0.0	C2
W	bokmal	n	0.0	C2
W	bola	n	0.0	C2
W	bolanci	n	0.0	C2
W	bolbitis	n	0.0	C2
W	bold	an	4.3	B1
W	boldface	nv	0.0	C2
W	boldly	r	3.8	B2
W	boldness	n	3.4	C1
W	bole	n	0.0	C2
W	bolero	n	0.0	C2
W	boletaceae	n	0.0	C2
W	bolete	n	0.0	C2
W	boletellus	n	0.0	C2
W	boletus	n	0.0	C2
W	boleyn	n	0.0	C2
W	bolide	n	0.0	C2
W	bolingbroke	n	2.9	C2
W	bolivar	n	2.9	C2
W	bolivia	n	2.9	C2
W	bolivian	an	0.0	C2
W	boliviano	n	0.0	C2
W	boll	n	0.0	C2
W	bollard	n	0.0	C2
W	bollix	v	0.0	C2
W	bollock	n	0.0	C2
W	bollocks	v	0.0	C2
W	bollworm	n	0.0	C2
W	bollywood	n	0.0	C2
W	bolo	n	2.9	C2
W	bologna	n	3.2	C1
W	bologram	n	0.0	C2
W	bolograph	n	0.0	C2
W	bolographic	a	0.0	C2
W	bolometer	n	0.0	C2
W	bolometric	a	0.0	C2
W	boloney	n	0.0	C2
W	bolshevik	an	0.0	C2
W	bolshevise	v	0.0	C2
W	bolshevism	n	2.9	C2
W	bolshevist	an	0.0	C2
W	bolshevistic	a	2.9	C2
W	bolshevize	v	0.0	C2
W	bolshie	n	0.0	C2
W	bolshy	an	0.0	C2
W	bolster	nv	3.4	C1
W	bolt	nrv	3.9	B2
W	bolti	n	0.0	C2
W	boltonia	n	0.0	C2
W	boltzmann	n	2.9	C2
W	bolus	n	0.0	C2
W	bolzano	n	0.0	C2
W	bomarea	n	0.0	C2
W	bomb	nv	4.5	B1
W	bombacaceae	n	0.0	C2
W	bombard	nv	0.0	C2
W	bombardier	n	0.0	C2
W	bombardment	n	2.9	C2
W	bombardon	n	0.0	C2
W	bombast	n	0.0	C2
W	bombastic	a	2.9	C2
W	bombastically	r	0.0	C2
W	bombax	n	0.0	C2
W	bombay	n	2.9	C2
W	bombazine	n	0.0	C2
W	bomber	n	3.8	B2
W	bombie	n	0.0	C2
W	bombilate	v	0.0	C2
W	bombilation	n	0.0	C2
W	bombina	n	0.0	C2
W	bombinate	v	0.0	C2
W	bombination	n	0.0	C2
W	bombing	n	3.6	B2
W	bomblet	n	0.0	C2
W	bombproof	anv	3.4	C1
W	bombshell	n	0.0	C2
W	bombsight	n	0.0	C2
W	bombus	n	3.5	C1
W	bombycid	n	0.0	C2
W	bombycidae	n	0.0	C2
W	bombycilla	n	0.0	C2
W	bombycillidae	n	0.0	C2
W	bombyliidae	n	0.0	C2
W	bombyx	n	0.0	C2
W	bonaire	n	0.0	C2
W	bonanza	n	3.2	C1
W	bonaparte	n	2.9	C2
W	bonasa	n	0.0	C2
W	bonavist	n	0.0	C2
W	bonbon	n	0.0	C2
W	bonce	n	0.0	C2
W	bond	nv	4.6	B1
W	bondable	a	0.0	C2
W	bondage	n	3.4	C1
W	bonderise	v	0.0	C2
W	bonderize	v	0.0	C2
W	bondholder	n	0.0	C2
W	bonding	n	2.9	C2
W	bondmaid	n	0.0	C2
W	bondman	n	0.0	C2
W	bondsman	n	2.9	C2
W	bondswoman	n	0.0	C2
W	bonduc	n	0.0	C2
W	bondwoman	n	0.0	C2
W	bone	anv	4.5	B1
W	boned	a	0.0	C2
W	bonefish	n	0.0	C2
W	bonehead	n	0.0	C2
W	boneheaded	a	0.0	C2
W	boneless	a	0.0	C2
W	bonelet	n	0.0	C2
W	bonelike	a	0.0	C2
W	bonemeal	n	0.0	C2
W	boner	n	0.0	C2
W	bones	n	4.2	B1
W	boneset	n	0.0	C2
W	bonesetter	n	0.0	C2
W	boneshaker	n	0.0	C2
W	bonete	n	0.0	C2
W	boney	a	0.0	C2
W	bonfire	n	3.4	C1
W	bong	ntv	3.7	B2
W	bongo	n	2.9	C2
W	bonheur	n	2.9	C2
W	bonhoeffer	n	2.9	C2
W	bonhomie	n	0.0	C2
W	boniface	n	3.5	C1
W	boniness	n	0.0	C2
W	bonito	n	2.9	C2
W	bonk	v	0.0	C2
W	bonkers	a	0.0	C2
W	bonn	n	3.7	B2
W	bonnet	nv	3.4	C1
W	bonnethead	n	0.0	C2
W	bonney	n	0.0	C2
W	bonnie	a	2.9	C2
W	bonnily	r	0.0	C2
W	bonny	a	0.0	C2
W	bonobo	n	0.0	C2
W	bonsai	n	0.0	C2
W	bontemps	n	0.0	C2
W	bonus	n	3.2	C1
W	bonxie	n	0.0	C2
W	bony	a	3.8	B2
W	bonyness	n	0.0	C2
W	bonzer	a	0.0	C2
W	boo	nv	2.9	C2
W	boob	nv	0.0	C2
W	booboisie	n	0.0	C2
W	booby	n	3.5	C1
W	boodle	n	0.0	C2
W	booger	n	0.0	C2
W	boogeyman	n	0.0	C2
W	boogie	nv	3.2	C1
W	book	nv	5.2	A2
W	bookable	a	0.0	C2
W	bookbinder	n	0.0	C2
W	bookbindery	n	0.0	C2
W	bookbinding	n	0.0	C2
W	bookcase	n	3.2	C1
W	bookclub	n	0.0	C2
W	bookdealer	n	0.0	C2
W	booked	a	3.8	B2
W	bookend	n	0.0	C2
W	booker	n	3.4	C1
W	bookfair	n	0.0	C2
W	bookie	n	0.0	C2
W	booking	n	3.7	B2
W	bookish	a	2.9	C2
W	bookishness	n	0.0	C2
W	bookkeeper	n	0.0	C2
W	bookkeeping	n	3.6	B2
W	booklet	n	2.9	C2
W	booklouse	n	0.0	C2
W	booklover	n	0.0	C2
W	bookmaker	n	0.0	C2
W	bookman	n	0.0	C2
W	bookmark	n	0.0	C2
W	bookmarker	n	0.0	C2
W	bookmobile	n	0.0	C2
W	bookplate	n	0.0	C2
W	bookseller	n	2.9	C2
W	bookshelf	n	2.9	C2
W	bookshop	n	0.0	C2
W	bookstall	n	0.0	C2
W	bookstore	n	0.0	C2
W	bookworm	n	0.0	C2
W	boole	n	0.0	C2
W	boolean	a	0.0	C2
W	boom	nv	3.8	B2
W	boomer	n	0.0	C2
W	boomerang	nv	2.9	C2
W	booming	a	2.9	C2
W	boon	an	3.4	C1
W	boondocks	n	0.0	C2
W	boondoggle	nv	0.0	C2
W	boone	n	3.2	C1
W	boor	n	0.0	C2
W	boorish	a	2.9	C2
W	boorishly	r	0.0	C2
W	boorishness	n	0.0	C2
W	boost	nv	4.1	B2
W	booster	n	2.9	C2
W	boot	nv	4.0	B2
W	bootblack	n	0.0	C2
W	bootboys	n	0.0	C2
W	booted	a	2.9	C2
W	bootee	n	0.0	C2
W	bootes	n	0.0	C2
W	booth	n	3.8	B2
W	boothose	n	0.0	C2
W	bootie	n	0.0	C2
W	bootjack	n	0.0	C2
W	bootlace	n	0.0	C2
W	bootleg	anv	0.0	C2
W	bootlegger	n	2.9	C2
W	bootlegging	n	2.9	C2
W	bootless	a	0.0	C2
W	bootlick	v	0.0	C2
W	bootlicker	n	0.0	C2
W	bootlicking	a	0.0	C2
W	bootmaker	n	0.0	C2
W	bootstrap	nv	0.0	C2
W	booty	n	3.4	C1
W	booyong	n	0.0	C2
W	booze	nv	3.5	C1
W	boozer	n	0.0	C2
W	boozing	n	0.0	C2
W	boozy	a	0.0	C2
W	bop	nv	3.4	C1
W	bopeep	n	0.0	C2
W	boracic	a	0.0	C2
W	borage	n	0.0	C2
W	boraginaceae	n	0.0	C2
W	borago	n	0.0	C2
W	borassus	n	0.0	C2
W	borate	n	0.0	C2
W	borated	a	0.0	C2
W	borax	n	2.9	C2
W	bordeaux	n	3.2	C1
W	bordelaise	n	0.0	C2
W	bordello	n	0.0	C2
W	borden	n	4.2	B1
W	border	nv	4.2	B1
W	bordered	a	3.2	C1
W	borderer	n	0.0	C2
W	borderland	n	0.0	C2
W	borderline	an	3.4	C1
W	bore	nv	4.3	B1
W	boreal	a	0.0	C2
W	boreas	n	0.0	C2
W	borecole	n	0.0	C2
W	bored	a	4.1	B2
W	boredom	n	4.0	B2
W	borer	n	2.9	C2
W	borges	n	0.0	C2
W	borgia	n	0.0	C2
W	boric	a	0.0	C2
W	boring	an	3.6	B2
W	boringly	r	0.0	C2
W	boringness	n	0.0	C2
W	born	an	5.0	A2
W	bornean	n	0.0	C2
W	borneo	n	2.9	C2
W	bornite	n	0.0	C2
W	borodin	n	0.0	C2
W	borodino	n	0.0	C2
W	boron	n	2.9	C2
W	boronic	a	0.0	C2
W	borosilicate	n	0.0	C2
W	borough	n	3.6	B2
W	borrelia	n	0.0	C2
W	borrow	v	3.9	B2
W	borrower	n	3.2	C1
W	borrowing	n	3.8	B2
W	borsch	n	0.0	C2
W	borscht	n	0.0	C2
W	borsh	n	0.0	C2
W	borshch	n	0.0	C2
W	borsht	n	0.0	C2
W	borstal	n	0.0	C2
W	bortsch	n	0.0	C2
W	borzoi	n	0.0	C2
W	bos	n	0.0	C2
W	bosc	n	0.0	C2
W	bosch	n	3.2	C1
W	bose	n	0.0	C2
W	boselaphus	n	0.0	C2
W	bosh	n	0.0	C2
W	bosie	n	0.0	C2
